schema_version,run_id,workload_id,workload_name,dataset_id,model_name,model_params_b,architecture,quantization,backend,flash_mode,pipeline,n_ctx,prefix_tokens,compactable_tokens,live_suffix_tokens,compression_ratio,compacted_tokens,continuation_tokens,prefill_ms,prefill_tok_s,compaction_time_ms,query_generation_time_ms,solver_time_ms,first_token_ms,baseline_decode_tok_s,compacted_decode_tok_s,in_run_throughput_delta_pct,active_n_kv,allocated_kv_bytes,reclaimed_kv_bytes,logit_cosine,task_metric_name,task_metric_value,quality_correct,quality_total,quality_accuracy,quality_baseline_accuracy,longhealth_correct,longhealth_total,longhealth_accuracy,longhealth_baseline_accuracy,threshold_name,threshold_value,pass,fallback_used,fallback_reason,crash,error_text,artifact_path,support_level,support_reason,throughput_pass
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,baseline,4096,3276,2620,656,1,0,16,10460.6,313.2,0.0,0.0,0.0,93.7,10.7,10.7,0.0000,3292,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,baseline,8192,6553,5242,1311,1,0,16,22905.2,286.1,0.0,0.0,0.0,174.9,5.7,5.7,0.0000,6569,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,baseline,16384,13107,10485,2622,1,0,16,59099.0,221.8,0.0,0.0,0.0,208.8,4.8,4.8,0.0000,13123,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,baseline,32768,26214,20971,5243,1,0,16,173188.7,151.4,0.0,0.0,0.0,199.5,5.0,5.0,0.0000,26230,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,4096,3276,2620,656,2,1310,16,10308.4,317.8,417.3,0.0,0.0,99.6,24.2,10.0,-58.4211,768,,,0.999548,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,4096,3276,2620,656,4,655,16,10252.1,319.5,335.3,0.0,0.0,81.2,24.4,12.3,-49.5493,768,,,0.998645,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,4096,3276,2620,656,8,327,16,10213.5,320.8,308.8,0.0,0.0,72.4,24.3,13.8,-43.1384,768,,,0.996505,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,,experimental,4k_high_ratio_quality_unproven,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,2,2621,16,22627.7,289.6,825.8,0.0,0.0,162.7,18.6,6.1,-66.9467,1536,,,0.999189,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,,supported,,false
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,4,1310,16,22678.0,289.0,696.3,0.0,0.0,124.7,19.1,8.0,-58.0858,1536,,,0.998334,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,8192,6553,5242,1311,8,655,16,22490.5,291.4,620.9,0.0,0.0,107.7,19.2,9.3,-51.6812,1536,,,0.997211,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,2,5242,16,58995.9,222.2,2437.5,0.0,0.0,306.4,12.9,3.3,-74.7632,2816,,,0.999622,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,,supported,,false
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,4,2621,16,60027.9,218.3,2127.3,0.0,0.0,224.1,12.4,4.5,-64.0537,2816,,,0.999156,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,,supported,,false
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,16384,13107,10485,2622,8,1310,16,59820.1,219.1,1692.5,0.0,0.0,187.1,12.6,5.3,-57.4571,2816,,,0.998741,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,,supported,,true
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,2,10485,16,179008.1,146.4,7339.9,0.0,0.0,1191.6,7.0,0.8,-87.9781,5376,,,0.999443,,,,,,,,,,,W2:logit_cosine:2,0.9500,true,false,,false,,,experimental,32k_throughput_regression,false
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,4,5242,16,176602.7,148.4,4918.0,0.0,0.0,645.0,7.6,1.6,-79.4887,5376,,,0.998847,,,,,,,,,,,W2:logit_cosine:4,0.9000,true,false,,false,,,experimental,32k_throughput_regression,false
2,20260313-112421-aa968294-build-host GQA,Q4_K_M,metal,off,select,32768,26214,20971,5243,8,2621,16,180948.0,144.9,5229.9,0.0,0.0,386.6,7.3,2.6,-64.4528,5376,,,0.998388,,,,,,,,,,,W2:logit_cosine:8,0.8500,true,false,,false,,,experimental,32k_throughput_regression,false
