schema_version,run_id,workload_id,workload_name,dataset_id,model_name,model_params_b,architecture,quantization,backend,flash_mode,pipeline,n_ctx,prefix_tokens,compactable_tokens,live_suffix_tokens,compression_ratio,compacted_tokens,continuation_tokens,prefill_ms,prefill_tok_s,compaction_time_ms,query_generation_time_ms,solver_time_ms,first_token_ms,baseline_decode_tok_s,compacted_decode_tok_s,in_run_throughput_delta_pct,active_n_kv,allocated_kv_bytes,reclaimed_kv_bytes,logit_cosine,task_metric_name,task_metric_value,quality_correct,quality_total,quality_accuracy,quality_baseline_accuracy,longhealth_correct,longhealth_total,longhealth_accuracy,longhealth_baseline_accuracy,threshold_name,threshold_value,pass,fallback_used,fallback_reason,crash,error_text,artifact_path,support_level,support_reason,throughput_pass
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,baseline,4096,3276,2620,656,1,0,16,19058.0,171.9,0.0,0.0,0.0,164.3,6.1,6.1,0.0000,3292,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,baseline,8192,6553,5242,1311,1,0,16,40993.8,159.9,0.0,0.0,0.0,295.9,3.4,3.4,0.0000,6569,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,baseline,16384,13107,10485,2622,1,0,16,102769.7,127.5,0.0,0.0,0.0,338.4,3.0,3.0,0.0000,13123,,,1.000000,,,,,,,,,,,,0.0000,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,4096,3276,2620,656,2,1310,16,18933.0,173.0,466.8,0.0,0.0,131.9,14.4,7.6,-47.4433,768,,,0.995126,,,,,,,,,,,W3:logit_cosine:2,0.9500,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,4096,3276,2620,656,4,655,16,19037.9,172.1,489.6,0.0,0.0,113.4,13.8,8.8,-36.1960,768,,,0.995594,,,,,,,,,,,W3:logit_cosine:4,0.9000,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,4096,3276,2620,656,8,327,16,19126.0,171.3,343.2,0.0,0.0,100.8,14.3,9.9,-30.7035,768,,,0.991900,,,,,,,,,,,W3:logit_cosine:8,0.8500,true,false,,false,,,experimental,4k_high_ratio_quality_unproven,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,8192,6553,5242,1311,2,2621,16,43300.7,151.3,1192.6,0.0,0.0,212.9,11.5,4.7,-58.9988,1536,,,0.998858,,,,,,,,,,,W3:logit_cosine:2,0.9500,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,8192,6553,5242,1311,4,1310,16,41229.9,158.9,816.6,0.0,0.0,166.2,11.7,6.0,-48.5976,1536,,,0.996966,,,,,,,,,,,W3:logit_cosine:4,0.9000,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,8192,6553,5242,1311,8,655,16,40992.4,159.9,742.6,0.0,0.0,145.0,11.8,6.9,-41.4145,1536,,,0.994661,,,,,,,,,,,W3:logit_cosine:8,0.8500,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,16384,13107,10485,2622,2,5242,16,102128.3,128.3,2840.4,0.0,0.0,385.6,8.3,2.6,-68.6222,2816,,,0.997806,,,,,,,,,,,W3:logit_cosine:2,0.9500,true,false,,false,,,supported,,false
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,16384,13107,10485,2622,4,2621,16,106881.4,122.6,3593.5,0.0,0.0,315.6,7.8,3.2,-59.4128,2816,,,0.992896,,,,,,,,,,,W3:logit_cosine:4,0.9000,true,false,,false,,,supported,,true
2,20260313-121453-6c7a420f-build-host GQA 5:1,Q4_K_M,metal,off,select,16384,13107,10485,2622,8,1310,16,101602.0,129.0,2733.4,0.0,0.0,223.9,8.4,4.5,-46.5297,2816,,,0.973016,,,,,,,,,,,W3:logit_cosine:8,0.8500,true,false,,false,,,supported,,true
